"REPORT_ID","Sex","AGE_GROUP","Thrown Out","Injury Extent","Seat Belt","YEAR"
"2019-9786-13/09/2024","Male","72","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9795-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9797-13/09/2024","Male","45","Unknown","By Private","Not Worn","2019"
"2019-9799-13/09/2024","Male","44","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9804-13/09/2024","Male","04","Unknown","Treated at Hospital","Not Worn","2019"
"2019-9809-13/09/2024","Female","39","Unknown","By Private","Not Worn","2019"
"2019-9809-13/09/2024","Male","79","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-9809-13/09/2024","Female","XXX","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-9816-13/09/2024","Female","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9819-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9824-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-9826-13/09/2024","Male","40","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9829-13/09/2024","Female","45","Unknown","By Private","Not Worn","2019"
"2019-9833-13/09/2024","Male","06","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9836-13/09/2024","Female","52","Thrown Out","By Private","Not Worn","2019"
"2019-9857-13/09/2024","Female","79","Unknown","Treated at Hospital","Not Worn","2019"
"2019-9882-13/09/2024","Male","57","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9891-13/09/2024","Female","02","Unknown","Fatal","Not Worn","2019"
"2019-9894-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-9900-13/09/2024","Male","31","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-9903-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9919-13/09/2024","Male","49","Unknown","Treated at Hospital","Not Worn","2019"
"2019-9933-13/09/2024","Male","05","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-9947-13/09/2024","Female","13","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-9968-13/09/2024","Male","80","Unknown","Treated at Hospital","Not Worn","2019"
"2019-9975-13/09/2024","Male","16","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-9992-13/09/2024","Female","28","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-9996-13/09/2024","Female","51","Thrown Out","By Private","Not Worn","2019"
"2019-10000-13/09/2024","Female","22","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10000-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10025-13/09/2024","Female","80","Thrown Out","Fatal","Fitted - Not Worn","2019"
"2019-10031-13/09/2024","Male","42","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10054-13/09/2024","Male","51","Unknown","Fatal","Not Worn","2019"
"2019-10056-13/09/2024","Male","48","Thrown Out","By Private","Not Worn","2019"
"2019-10069-13/09/2024","Female","14","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10070-13/09/2024","Male","46","Thrown Out","By Private","Not Worn","2019"
"2019-10086-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10092-13/09/2024","Female","30","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10093-13/09/2024","Male","53","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10097-13/09/2024","Female","22","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-10123-13/09/2024","Male","08","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10154-13/09/2024","Male","31","Thrown Out","Fatal","Not Worn","2019"
"2019-10165-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10175-13/09/2024","Male","63","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10192-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10197-13/09/2024","Female","07","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10211-13/09/2024","Male","17","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10218-13/09/2024","Male","49","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-10225-13/09/2024","Male","40","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-10234-13/09/2024","Male","31","Not Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10257-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10262-13/09/2024","Female","45","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-10262-13/09/2024","Female","20","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-10262-13/09/2024","Male","23","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-10287-13/09/2024","Male","58","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10291-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10295-13/09/2024","Female","41","Not Thrown Out","Treated at Hospital","Not Fitted","2019"
"2019-10302-13/09/2024","Male","32","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10305-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10327-13/09/2024","Female","37","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-10341-13/09/2024","Male","26","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-10373-13/09/2024","Male","59","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-10373-13/09/2024","Female","59","Unknown","Fatal","Not Worn","2019"
"2019-10375-13/09/2024","Female","15","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10388-13/09/2024","Male","62","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10425-13/09/2024","Male","17","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10427-13/09/2024","Female","20","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-10431-13/09/2024","Male","55","Thrown Out","By Private","Not Worn","2019"
"2019-10436-13/09/2024","Female","22","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-10451-13/09/2024","Male","53","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10456-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10459-13/09/2024","Male","61","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10485-13/09/2024","Male","68","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10491-13/09/2024","Male","40","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10504-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10505-13/09/2024","Male","83","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10528-13/09/2024","Male","18","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10532-13/09/2024","Male","67","Not Thrown Out","Treated at Hospital","Not Fitted","2019"
"2019-10533-13/09/2024","Male","10","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10541-13/09/2024","Male","74","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10547-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10560-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10564-13/09/2024","Male","XXX","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10578-13/09/2024","Male","26","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10595-13/09/2024","Male","32","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10617-13/09/2024","Male","06","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10617-13/09/2024","Male","06","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10621-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10634-13/09/2024","Male","27","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10648-13/09/2024","Male","40","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10665-13/09/2024","Male","52","Not Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10665-13/09/2024","Male","78","Unknown","Fatal","Not Worn","2019"
"2019-10668-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10668-13/09/2024","Female","17","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10669-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10682-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10685-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10713-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10717-13/09/2024","Male","35","Thrown Out","By Private","Not Worn","2019"
"2019-10724-13/09/2024","Female","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10762-13/09/2024","Male","84","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-10767-13/09/2024","Male","66","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10770-13/09/2024","Female","56","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10778-13/09/2024","Male","21","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10783-13/09/2024","Female","25","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10796-13/09/2024","Male","47","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10796-13/09/2024","Male","52","Thrown Out","By Private","Not Worn","2019"
"2019-10796-13/09/2024","Male","57","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10799-13/09/2024","Male","25","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10809-13/09/2024","Male","63","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10812-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10816-13/09/2024","Male","30","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10821-13/09/2024","Female","78","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10827-13/09/2024","Male","68","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10828-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10839-13/09/2024","Female","21","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10864-13/09/2024","Female","82","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10870-13/09/2024","Male","41","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10880-13/09/2024","Male","16","Unknown","Treated at Hospital","Not Worn","2019"
"2019-10893-13/09/2024","Female","20","Thrown Out","By Private","Not Worn","2019"
"2019-10902-13/09/2024","Male","18","Thrown Out","By Private","Not Worn","2019"
"2019-10908-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10911-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10935-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10944-13/09/2024","Female","32","Thrown Out","Fatal","Not Worn","2019"
"2019-10956-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10969-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10973-13/09/2024","Male","20","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-10977-13/09/2024","Male","12","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-10997-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-10999-13/09/2024","Male","20","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11002-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11015-13/09/2024","Female","18","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11027-13/09/2024","Male","XXX","Not Thrown Out","Treated at Hospital","Not Applicable","2019"
"2019-11045-13/09/2024","Male","60","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11049-13/09/2024","Female","46","Thrown Out","By Private","Not Worn","2019"
"2019-11059-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11094-13/09/2024","Male","32","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11128-13/09/2024","Male","18","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11131-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11141-13/09/2024","Male","68","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11142-13/09/2024","Male","50","Not Thrown Out","By Private","Not Fitted","2019"
"2019-11156-13/09/2024","Male","19","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11162-13/09/2024","Male","25","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11173-13/09/2024","Male","47","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11174-13/09/2024","Male","16","Thrown Out","Fatal","Not Worn","2019"
"2019-11179-13/09/2024","Male","26","Thrown Out","By Private","Not Worn","2019"
"2019-11180-13/09/2024","Male","63","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11201-13/09/2024","Male","55","Not Thrown Out","Fatal","Fitted - Not Worn","2019"
"2019-11222-13/09/2024","Male","34","Unknown","By Private","Not Worn","2019"
"2019-11234-13/09/2024","Female","77","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-11238-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11241-13/09/2024","Female","26","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11259-13/09/2024","Male","12","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11260-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11268-13/09/2024","Male","57","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11268-13/09/2024","Female","46","Not Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11282-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11293-13/09/2024","Female","32","Thrown Out","By Private","Not Worn","2019"
"2019-11303-13/09/2024","Female","34","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-11315-13/09/2024","Male","47","Thrown Out","Fatal","Not Worn","2019"
"2019-11327-13/09/2024","Male","20","Thrown Out","By Private","Not Worn","2019"
"2019-11339-13/09/2024","Male","44","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11343-13/09/2024","Female","58","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11349-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11362-13/09/2024","Male","05","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11366-13/09/2024","Female","43","Unknown","By Private","Not Worn","2019"
"2019-11386-13/09/2024","Male","39","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11416-13/09/2024","Male","46","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11426-13/09/2024","Male","XXX","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11428-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11439-13/09/2024","Male","65","Thrown Out","By Private","Not Worn","2019"
"2019-11442-13/09/2024","Male","69","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-11454-13/09/2024","Male","31","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11460-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11471-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11472-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11476-13/09/2024","Male","11","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11478-13/09/2024","Male","64","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11481-13/09/2024","Female","29","Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-11496-13/09/2024","Male","28","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11509-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11543-13/09/2024","Female","44","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11548-13/09/2024","Male","72","Unknown","By Private","Not Worn","2019"
"2019-11556-13/09/2024","Male","31","Not Thrown Out","By Private","Fitted - Not Worn","2019"
"2019-11564-13/09/2024","Male","20","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-11573-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11575-13/09/2024","Male","40","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11583-13/09/2024","Male","42","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11594-13/09/2024","Female","03","Not Thrown Out","Treated at Hospital","Child Restraint - Not Worn","2019"
"2019-11597-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11599-13/09/2024","Male","79","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11600-13/09/2024","Male","59","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11608-13/09/2024","Female","25","Not Thrown Out","By Private","Fitted - Not Worn","2019"
"2019-11628-13/09/2024","Male","26","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11642-13/09/2024","Male","59","Thrown Out","By Private","Not Worn","2019"
"2019-11648-13/09/2024","Male","18","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11657-13/09/2024","Male","25","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11669-13/09/2024","Male","52","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11678-13/09/2024","Male","25","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11689-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11692-13/09/2024","Female","07","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-11695-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11723-13/09/2024","Male","47","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11727-13/09/2024","Female","47","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11731-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11734-13/09/2024","Male","11","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-11755-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11760-13/09/2024","Female","37","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11772-13/09/2024","Male","92","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-11776-13/09/2024","Female","52","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-11810-13/09/2024","Male","11","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11813-13/09/2024","Unknown","XXX","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11826-13/09/2024","Male","37","Thrown Out","By Private","Not Worn","2019"
"2019-11833-13/09/2024","Male","30","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11836-13/09/2024","Male","59","Thrown Out","By Private","Not Worn","2019"
"2019-11837-13/09/2024","Female","43","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11844-13/09/2024","Male","50","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-11850-13/09/2024","Female","54","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11852-13/09/2024","Male","58","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11864-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11865-13/09/2024","Male","63","Thrown Out","By Private","Not Worn","2019"
"2019-11867-13/09/2024","Male","35","Thrown Out","By Private","Not Worn","2019"
"2019-11868-13/09/2024","Male","33","Thrown Out","By Private","Not Worn","2019"
"2019-11869-13/09/2024","Male","84","Thrown Out","By Private","Not Worn","2019"
"2019-11879-13/09/2024","Male","17","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11885-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-11886-13/09/2024","Male","15","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11889-13/09/2024","Male","26","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11896-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11898-13/09/2024","Female","45","Not Thrown Out","Treated at Hospital","Not Applicable","2019"
"2019-11912-13/09/2024","Female","47","Thrown Out","By Private","Not Worn","2019"
"2019-11913-13/09/2024","Female","55","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11913-13/09/2024","Male","61","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11920-13/09/2024","Female","33","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2019"
"2019-11921-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11927-13/09/2024","Male","31","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11940-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11942-13/09/2024","Male","25","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11951-13/09/2024","Male","57","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11951-13/09/2024","Female","58","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11958-13/09/2024","Female","36","Thrown Out","By Private","Not Worn","2019"
"2019-11964-13/09/2024","Male","53","Unknown","Treated at Hospital","Not Worn","2019"
"2019-11973-13/09/2024","Male","59","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11974-13/09/2024","Female","05","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-11977-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11984-13/09/2024","Female","22","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11987-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-11988-13/09/2024","Male","69","Thrown Out","Treated at Hospital","Not Fitted","2019"
"2019-12029-13/09/2024","Male","45","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12031-13/09/2024","Female","72","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-12046-13/09/2024","Female","26","Unknown","Treated at Hospital","Not Worn","2019"
"2019-12049-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12066-13/09/2024","Male","02","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-12069-13/09/2024","Female","29","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12082-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12091-13/09/2024","Male","38","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12103-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12106-13/09/2024","Male","50","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12117-13/09/2024","Male","71","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12127-13/09/2024","Male","77","Not Thrown Out","By Private","Fitted - Not Worn","2019"
"2019-12139-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12155-13/09/2024","Female","23","Thrown Out","Treated at Hospital","Fitted - Not Worn","2019"
"2019-12164-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12175-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12182-13/09/2024","Male","44","Unknown","Treated at Hospital","Not Worn","2019"
"2019-12183-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12188-13/09/2024","Male","50","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12189-13/09/2024","Male","60","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12204-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12207-13/09/2024","Male","59","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12216-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12216-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12217-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12220-13/09/2024","Male","39","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12221-13/09/2024","Male","48","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12244-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12255-13/09/2024","Female","48","Unknown","Treated at Hospital","Not Worn","2019"
"2019-12267-13/09/2024","Male","25","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12274-13/09/2024","Unknown","XXX","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12279-13/09/2024","Male","56","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12283-13/09/2024","Female","19","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-12284-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12304-13/09/2024","Male","30","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12305-13/09/2024","Male","45","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12308-13/09/2024","Male","33","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12311-13/09/2024","Female","45","Thrown Out","By Private","Not Worn","2019"
"2019-12316-13/09/2024","Male","63","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12321-13/09/2024","Male","65","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12328-13/09/2024","Male","58","Thrown Out","By Private","Not Worn","2019"
"2019-12331-13/09/2024","Male","67","Unknown","By Private","Not Worn","2019"
"2019-12334-13/09/2024","Female","24","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12338-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12347-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12350-13/09/2024","Male","27","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12351-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12362-13/09/2024","Female","65","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-12385-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12391-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12406-13/09/2024","Male","67","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12416-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12421-13/09/2024","Female","32","Thrown Out","By Private","Not Worn","2019"
"2019-12428-13/09/2024","Male","34","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12441-13/09/2024","Male","64","Thrown Out","Admitted to Hospital","Not Worn","2019"
"2019-12452-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12453-13/09/2024","Female","72","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12463-13/09/2024","Female","70","Unknown","Admitted to Hospital","Not Worn","2019"
"2019-12463-13/09/2024","Male","73","Unknown","Treated at Hospital","Not Worn","2019"
"2019-12466-13/09/2024","Female","17","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12470-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2019"
"2019-12477-13/09/2024","Male","75","Thrown Out","Admitted to Hospital","Not Worn","2019"
