"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES"
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",161
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",134
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",17
2023,"2023-04-01","2023-04-30","VIC","Major Cities of Australia","Unknown","non_wearing_seatbelts","Police issued",2
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",4
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",10
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",3
2023,"2023-04-01","2023-04-30","VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",3
2023,"2023-04-01","2023-04-30","VIC","Unknown","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-04-01","2023-04-30","VIC","Unknown","40-64","non_wearing_seatbelts","Police issued",1
2023,"2023-04-01","2023-04-30","WA","Unknown","17-25","non_wearing_seatbelts","Police issued",38
2023,"2023-04-01","2023-04-30","WA","Unknown","26-39","non_wearing_seatbelts","Police issued",47
2023,"2023-04-01","2023-04-30","WA","Unknown","40-64","non_wearing_seatbelts","Police issued",55
2023,"2023-04-01","2023-04-30","WA","Unknown","65 and over","non_wearing_seatbelts","Police issued",9
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",3
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",2
2023,"2023-05-01","2023-05-31","ACT","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",4
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",71
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",88
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",69
2023,"2023-05-01","2023-05-31","NSW","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",8
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",92
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",185
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",132
2023,"2023-05-01","2023-05-31","NSW","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",8
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",22
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",42
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",20
2023,"2023-05-01","2023-05-31","NSW","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",5
2023,"2023-05-01","2023-05-31","NSW","Remote Australia","17-25","non_wearing_seatbelts","Police issued",3
2023,"2023-05-01","2023-05-31","NSW","Remote Australia","26-39","non_wearing_seatbelts","Police issued",2
2023,"2023-05-01","2023-05-31","NSW","Remote Australia","40-64","non_wearing_seatbelts","Police issued",5
2023,"2023-05-01","2023-05-31","NSW","Unknown","17-25","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","NSW","Unknown","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","NSW","Very Remote Australia","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","NT","Unknown","17-25","non_wearing_seatbelts","Police issued",11
2023,"2023-05-01","2023-05-31","NT","Unknown","26-39","non_wearing_seatbelts","Police issued",25
2023,"2023-05-01","2023-05-31","NT","Unknown","40-64","non_wearing_seatbelts","Police issued",13
2023,"2023-05-01","2023-05-31","NT","Unknown","65 and over","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","SA","Unknown","0-16","non_wearing_seatbelts","Police issued",0
2023,"2023-05-01","2023-05-31","SA","Unknown","17-25","non_wearing_seatbelts","Police issued",24
2023,"2023-05-01","2023-05-31","SA","Unknown","26-39","non_wearing_seatbelts","Police issued",49
2023,"2023-05-01","2023-05-31","SA","Unknown","40-64","non_wearing_seatbelts","Police issued",67
2023,"2023-05-01","2023-05-31","SA","Unknown","65 and over","non_wearing_seatbelts","Police issued",22
2023,"2023-05-01","2023-05-31","SA","Unknown","Unknown","non_wearing_seatbelts","Police issued",0
2023,"2023-05-01","2023-05-31","TAS","Unknown","17-25","non_wearing_seatbelts","Police issued",9
2023,"2023-05-01","2023-05-31","TAS","Unknown","26-39","non_wearing_seatbelts","Police issued",17
2023,"2023-05-01","2023-05-31","TAS","Unknown","40-64","non_wearing_seatbelts","Police issued",13
2023,"2023-05-01","2023-05-31","TAS","Unknown","65 and over","non_wearing_seatbelts","Police issued",5
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",27
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",54
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",60
2023,"2023-05-01","2023-05-31","VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",21
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",48
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",140
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",99
2023,"2023-05-01","2023-05-31","VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",21
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",9
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",7
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",9
2023,"2023-05-01","2023-05-31","VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",2
2023,"2023-05-01","2023-05-31","VIC","Unknown","26-39","non_wearing_seatbelts","Police issued",2
2023,"2023-05-01","2023-05-31","VIC","Unknown","40-64","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","VIC","Unknown","65 and over","non_wearing_seatbelts","Police issued",1
2023,"2023-05-01","2023-05-31","WA","Unknown","17-25","non_wearing_seatbelts","Police issued",22
2023,"2023-05-01","2023-05-31","WA","Unknown","26-39","non_wearing_seatbelts","Police issued",49
2023,"2023-05-01","2023-05-31","WA","Unknown","40-64","non_wearing_seatbelts","Police issued",33
2023,"2023-05-01","2023-05-31","WA","Unknown","65 and over","non_wearing_seatbelts","Police issued",9
2023,"2023-06-01","2023-06-30","ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",2
2023,"2023-06-01","2023-06-30","ACT","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",2
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",84
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",144
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",81
2023,"2023-06-01","2023-06-30","NSW","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",23
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","0-16","non_wearing_seatbelts","Police issued",3
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",137
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",247
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",155
2023,"2023-06-01","2023-06-30","NSW","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",20
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",37
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",57
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",44
2023,"2023-06-01","2023-06-30","NSW","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",4
2023,"2023-06-01","2023-06-30","NSW","Remote Australia","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","NSW","Remote Australia","40-64","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","NSW","Remote Australia","65 and over","non_wearing_seatbelts","Police issued",2
2023,"2023-06-01","2023-06-30","NSW","Unknown","26-39","non_wearing_seatbelts","Police issued",3
2023,"2023-06-01","2023-06-30","NSW","Unknown","40-64","non_wearing_seatbelts","Police issued",2
2023,"2023-06-01","2023-06-30","NSW","Very Remote Australia","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","NSW","Very Remote Australia","40-64","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","NT","Unknown","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","NT","Unknown","17-25","non_wearing_seatbelts","Police issued",14
2023,"2023-06-01","2023-06-30","NT","Unknown","26-39","non_wearing_seatbelts","Police issued",22
2023,"2023-06-01","2023-06-30","NT","Unknown","40-64","non_wearing_seatbelts","Police issued",22
2023,"2023-06-01","2023-06-30","NT","Unknown","65 and over","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","SA","Unknown","0-16","non_wearing_seatbelts","Police issued",3
2023,"2023-06-01","2023-06-30","SA","Unknown","17-25","non_wearing_seatbelts","Police issued",29
2023,"2023-06-01","2023-06-30","SA","Unknown","26-39","non_wearing_seatbelts","Police issued",67
2023,"2023-06-01","2023-06-30","SA","Unknown","40-64","non_wearing_seatbelts","Police issued",58
2023,"2023-06-01","2023-06-30","SA","Unknown","65 and over","non_wearing_seatbelts","Police issued",19
2023,"2023-06-01","2023-06-30","SA","Unknown","Unknown","non_wearing_seatbelts","Police issued",0
2023,"2023-06-01","2023-06-30","TAS","Unknown","17-25","non_wearing_seatbelts","Police issued",16
2023,"2023-06-01","2023-06-30","TAS","Unknown","26-39","non_wearing_seatbelts","Police issued",19
2023,"2023-06-01","2023-06-30","TAS","Unknown","40-64","non_wearing_seatbelts","Police issued",16
2023,"2023-06-01","2023-06-30","TAS","Unknown","65 and over","non_wearing_seatbelts","Police issued",6
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",33
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",56
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",63
2023,"2023-06-01","2023-06-30","VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",9
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",72
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",160
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",101
2023,"2023-06-01","2023-06-30","VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",11
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",6
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",6
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",9
2023,"2023-06-01","2023-06-30","VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",4
2023,"2023-06-01","2023-06-30","VIC","Remote Australia","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","VIC","Unknown","17-25","non_wearing_seatbelts","Police issued",2
2023,"2023-06-01","2023-06-30","VIC","Unknown","26-39","non_wearing_seatbelts","Police issued",3
2023,"2023-06-01","2023-06-30","VIC","Unknown","40-64","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","VIC","Unknown","65 and over","non_wearing_seatbelts","Police issued",1
2023,"2023-06-01","2023-06-30","WA","Unknown","17-25","non_wearing_seatbelts","Police issued",33
2023,"2023-06-01","2023-06-30","WA","Unknown","26-39","non_wearing_seatbelts","Police issued",57
2023,"2023-06-01","2023-06-30","WA","Unknown","40-64","non_wearing_seatbelts","Police issued",45
2023,"2023-06-01","2023-06-30","WA","Unknown","65 and over","non_wearing_seatbelts","Police issued",14
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",8
2023,"2023-07-01","2023-07-31","ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",2
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","0-16","non_wearing_seatbelts","Police issued",2
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",43
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",69
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",53
2023,"2023-07-01","2023-07-31","NSW","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",21
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",85
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",151
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",115
2023,"2023-07-01","2023-07-31","NSW","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",12
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","0-16","non_wearing_seatbelts","Police issued",2
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",12
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",34
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",23
2023,"2023-07-01","2023-07-31","NSW","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",10
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","17-25","non_wearing_seatbelts","Police issued",1
2023,"2023-07-01","2023-07-31","NSW","Remote Australia","26-39","non_wearing_seatbelts","Police issued",2
2023,"2023-07-01","2023-07-31","NSW","Unknown","17-25","non_wearing_seatbelts","Police issued",2
2023,"2023-07-01","2023-07-31","NSW","Very Remote Australia","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-07-01","2023-07-31","NT","Unknown","17-25","non_wearing_seatbelts","Police issued",12
2023,"2023-07-01","2023-07-31","NT","Unknown","26-39","non_wearing_seatbelts","Police issued",40
2023,"2023-07-01","2023-07-31","NT","Unknown","40-64","non_wearing_seatbelts","Police issued",28
2023,"2023-07-01","2023-07-31","SA","Unknown","0-16","non_wearing_seatbelts","Police issued",1
2023,"2023-07-01","2023-07-31","SA","Unknown","17-25","non_wearing_seatbelts","Police issued",39
2023,"2023-07-01","2023-07-31","SA","Unknown","26-39","non_wearing_seatbelts","Police issued",72
2023,"2023-07-01","2023-07-31","SA","Unknown","40-64","non_wearing_seatbelts","Police issued",74
2023,"2023-07-01","2023-07-31","SA","Unknown","65 and over","non_wearing_seatbelts","Police issued",31
2023,"2023-07-01","2023-07-31","SA","Unknown","Unknown","non_wearing_seatbelts","Police issued",0
2023,"2023-07-01","2023-07-31","TAS","Unknown","0-16","non_wearing_seatbelts","Police issued",0
2023,"2023-07-01","2023-07-31","TAS","Unknown","17-25","non_wearing_seatbelts","Police issued",11
2023,"2023-07-01","2023-07-31","TAS","Unknown","26-39","non_wearing_seatbelts","Police issued",13
2023,"2023-07-01","2023-07-31","TAS","Unknown","40-64","non_wearing_seatbelts","Police issued",14
2023,"2023-07-01","2023-07-31","TAS","Unknown","65 and over","non_wearing_seatbelts","Police issued",11
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",26
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",66
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",49
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",19
2023,"2023-07-01","2023-07-31","VIC","Inner Regional Australia","Unknown","non_wearing_seatbelts","Mobile camera",242
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",53
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",154
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",118
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Police issued",24
2023,"2023-07-01","2023-07-31","VIC","Major Cities of Australia","Unknown","non_wearing_seatbelts","Mobile camera",2466
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Police issued",5
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Police issued",11
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Police issued",14
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Police issued",4
2023,"2023-07-01","2023-07-31","VIC","Outer Regional Australia","Unknown","non_wearing_seatbelts","Mobile camera",9
2023,"2023-07-01","2023-07-31","VIC","Unknown","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-07-01","2023-07-31","VIC","Unknown","40-64","non_wearing_seatbelts","Police issued",3
2023,"2023-07-01","2023-07-31","VIC","Unknown","Unknown","non_wearing_seatbelts","Mobile camera",149
2023,"2023-07-01","2023-07-31","WA","Unknown","17-25","non_wearing_seatbelts","Police issued",32
2023,"2023-07-01","2023-07-31","WA","Unknown","26-39","non_wearing_seatbelts","Police issued",53
2023,"2023-07-01","2023-07-31","WA","Unknown","40-64","non_wearing_seatbelts","Police issued",34
2023,"2023-07-01","2023-07-31","WA","Unknown","65 and over","non_wearing_seatbelts","Police issued",9
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",2
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",1
2023,"2023-08-01","2023-08-31","ACT","Major Cities of Australia","40-64","non_wearing_seatbelts","Police issued",4
